,blockLot,fullAddress,neighborhood,councilDistrict,policeDistrict,Location 1,lat,long
14941,3265B014,2416 REISTERSTOWN ROAD,MONDAWMIN,7.0,WESTERN,"(39.31593623, -76.65003453)",39.31593623,-76.65003453
14942,1845 090,719 S REGESTER ST,FELLS POINT,1.0,SOUTHEASTERN,"(39.28298789, -76.59214558)",39.28298789,-76.59214558
14943,1452 033,1803 N PATTERSON PARK AVE,BROADWAY EAST,12.0,EASTERN,"(39.31162242, -76.58571111)",39.31162242,-76.58571111
14944,2185 010,0,CARROLL-SOUTH HILTON,9.0,SOUTHWESTERN,"(39.28364152, -76.66041283)",39.28364152,-76.66041283
14945,0065 048,1000 N CARROLLTON AVE,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30031217, -76.63760922)",39.30031217,-76.63760922
14946,3575 089,0,HAMPDEN,7.0,NORTHERN,"(39.33441335, -76.63729967)",39.33441335,-76.63729967
14947,8393G024E,2809 HILLSDALE ROAD,WEST FOREST PARK,8.0,NORTHWESTERN,"(39.31835012, -76.70107552)",39.31835012,-76.70107552
14948,1150 064,1304 N DALLAS ST,OLIVER,12.0,EASTERN,"(39.30559096, -76.59747527)",39.30559096,-76.59747527
14949,3503 048,724 SINGER AVE,HAMPDEN,14.0,NORTHERN,"(39.32622292, -76.62878336)",39.32622292,-76.62878336
14950,4006 043,1918 HOPE ST,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31250322, -76.60191651)",39.31250322,-76.60191651
14951,4169 073,1904 N COLLINGTON AVE,SOUTH CLIFTON PARK,12.0,EASTERN,"(39.31287984, -76.5877717)",39.31287984,-76.5877717
14952,4820B111,5931 FALLS ROAD,NORTH ROLAND PARK/POPLAR HILL,5.0,NORTHERN,"(39.37136469, -76.64792055)",39.37136469,-76.64792055
14953,0164 009,227 N FULTON AVE,FRANKLIN SQUARE,9.0,WESTERN,"(39.29162641, -76.64509191)",39.29162641,-76.64509191
14954,7475 072,0,LAKELAND,10.0,SOUTHERN,"(39.25925511, -76.65084647)",39.25925511,-76.65084647
14955,7.90E+76,4815 COLEHERNE ROAD,HUNTING RIDGE,8.0,SOUTHWESTERN,"(39.29300813, -76.7022819)",39.29300813,-76.7022819
14956,4182 002B,2801 BELAIR ROAD,BELAIR-EDISON,13.0,NORTHEASTERN,"(39.31890428, -76.576334)",39.31890428,-76.576334
14957,0375 064,1409 BRUNT ST,UPTON,11.0,CENTRAL,"(39.30209408, -76.63153955)",39.30209408,-76.63153955
14958,2443A014,0,WINCHESTER,9.0,SOUTHWESTERN,"(39.30275163, -76.66561611)",39.30275163,-76.66561611
14959,3408 128,2507 SALEM ST,PENN NORTH,7.0,WESTERN,"(39.31276241, -76.6427285)",39.31276241,-76.6427285
14960,0223 066,2033 BOYD ST,BOYD-BOOTH,9.0,SOUTHWESTERN,"(39.28644423, -76.64961192)",39.28644423,-76.64961192
14961,1112 041,1604 HOLBROOK ST,OLIVER,12.0,EASTERN,"(39.30836574, -76.60344452)",39.30836574,-76.60344452
14962,1452 026,1817 N PATTERSON PARK AVE,BROADWAY EAST,12.0,EASTERN,"(39.31187118, -76.58569936)",39.31187118,-76.58569936
14963,4273 002,6500 PARR AVE,REISTERSTOWN STATION,5.0,NORTHWESTERN,"(39.35145042, -76.70946)",39.35145042,-76.70946
14964,1920 055,1124 KEY HWY,RIVERSIDE,11.0,SOUTHERN,"(39.276957, -76.60655784)",39.276957,-76.60655784
14965,0151 049,1512 W SARATOGA ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.29232999, -76.64201131)",39.29232999,-76.64201131
14966,3357F004,4307 EDGEHURST ROAD,WOODBERRY,6.0,NORTHERN,"(39.34022099, -76.65612009)",39.34022099,-76.65612009
14967,3357I016,2303 DERBY ROAD,WOODBERRY,6.0,NORTHERN,"(39.33932338, -76.65521108)",39.33932338,-76.65521108
14968,7696 006,0,VIOLETVILLE,10.0,SOUTHWESTERN,"(39.26541402, -76.67008155)",39.26541402,-76.67008155
14969,4652G003,0,MOUNT WASHINGTON,5.0,NORTHERN,"(39.36665376, -76.6584787)",39.36665376,-76.6584787
14970,0023 018,1511 BAKER ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30658713, -76.64289255)",39.30658713,-76.64289255
14971,2872 029,0,WEST FOREST PARK,8.0,NORTHWESTERN,"(39.31300223, -76.68725324)",39.31300223,-76.68725324
14972,3165 071,0,PARK CIRCLE,6.0,NORTHWESTERN,"(39.33014096, -76.66409291)",39.33014096,-76.66409291
14973,2406 114,2838 WESTWOOD AVE,NORTHWEST COMMUNITY ACTION,7.0,SOUTHWESTERN,"(39.30838526, -76.66515115)",39.30838526,-76.66515115
14974,1532 022,1232 N WASHINGTON ST,BROADWAY EAST,12.0,EASTERN,"(39.30523385, -76.59023458)",39.30523385,-76.59023458
14975,1127 093,1508 N BETHEL ST,OLIVER,12.0,EASTERN,"(39.3078988, -76.59607886)",39.3078988,-76.59607886
14976,2402 093,0,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.3081074, -76.66275543)",39.3081074,-76.66275543
14977,0933 053,1014 OLIVE ST,FEDERAL HILL,11.0,SOUTHERN,"(39.2773044, -76.61508845)",39.2773044,-76.61508845
14978,2975 011,3920 FERNHILL AVE,DOLFIELD,6.0,NORTHWESTERN,"(39.3379851, -76.68347943)",39.3379851,-76.68347943
14979,5493 021A,0,WESTFIELD,3.0,NORTHEASTERN,"(39.36191163, -76.55546231)",39.36191163,-76.55546231
14980,0374 009,1417 ARGYLE AVE,UPTON,11.0,CENTRAL,"(39.30097832, -76.63283856)",39.30097832,-76.63283856
14981,0373 058,1403 SHIELDS PL,UPTON,11.0,CENTRAL,"(39.30040132, -76.63328647)",39.30040132,-76.63328647
14982,2040 019,0,LOCUST POINT INDUSTRIAL AREA,11.0,SOUTHERN,"(39.26384248, -76.58428067)",39.26384248,-76.58428067
14983,2309 038,1740 N WARWICK AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30839236, -76.65741908)",39.30839236,-76.65741908
14984,1342 037,52 N CAROLINE ST,WASHINGTON HILL,12.0,SOUTHEASTERN,"(39.29272781, -76.59745551)",39.29272781,-76.59745551
14985,0499 054,707 PENNSYLVANIA AVE,SETON HILL,11.0,CENTRAL,"(39.29608509, -76.62508368)",39.29608509,-76.62508368
14986,1554 026,1111 N BRADFORD ST,BIDDLE STREET,13.0,EASTERN,"(39.30410219, -76.58458481)",39.30410219,-76.58458481
14987,1131 032,1007 E OLIVER ST,OLIVER,12.0,EASTERN,"(39.30696912, -76.60357494)",39.30696912,-76.60357494
14988,0274 088,1932 WILHELM ST,CARROLLTON RIDGE,9.0,SOUTHERN,"(39.28378191, -76.64789384)",39.28378191,-76.64789384
14989,4539 062,4116 W BELVEDERE AVE,WOODMERE,6.0,NORTHWESTERN,"(39.34261832, -76.6841653)",39.34261832,-76.6841653
14990,0251 058,100 S SCHROEDER ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28657109, -76.63389751)",39.28657109,-76.63389751
14991,4132 043,1529 ABBOTSTON ST,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32343296, -76.59574279)",39.32343296,-76.59574279
14992,3193 017,0,LUCILLE PARK,6.0,NORTHWESTERN,"(39.33955579, -76.67049679)",39.33955579,-76.67049679
14993,7874A021,1915 HOLLINS FERRY ROAD,SAINT PAUL,10.0,SOUTHERN,"(39.26983346, -76.64760412)",39.26983346,-76.64760412
14994,0195 077,7 N VINCENT ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.2888203, -76.6429749)",39.2888203,-76.6429749
14995,0031 042,1849 LORMAN ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30396029, -76.64758533)",39.30396029,-76.64758533
14996,1227 045,835 N CAROLINE ST,GAY STREET,12.0,EASTERN,"(39.30022232, -76.59745233)",39.30022232,-76.59745233
14997,2309 013,1725 THOMAS AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30811983, -76.65779903)",39.30811983,-76.65779903
14998,1639 057,623 N BRADFORD ST,MCELDERRY PARK,13.0,SOUTHEASTERN,"(39.29837333, -76.58424613)",39.29837333,-76.58424613
14999,4114H066,0,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32075287, -76.59877001)",39.32075287,-76.59877001
15000,4626A096,4665 DELAWARE AVE,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.34437526, -76.6689117)",39.34437526,-76.6689117
15001,0065 050,1203 SMITHSON ST,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30050783, -76.63808412)",39.30050783,-76.63808412
15002,1342 074,27 N SPRING ST,WASHINGTON HILL,12.0,SOUTHEASTERN,"(39.29258767, -76.59798813)",39.29258767,-76.59798813
15003,0119 098,1934 W FRANKLIN ST,MIDTOWN-EDMONDSON,9.0,WESTERN,"(39.29398439, -76.64844416)",39.29398439,-76.64844416
15004,4066 012,634 SAINT ANNS AVE,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31761672, -76.60554433)",39.31761672,-76.60554433
15005,4017 009,716 E 20TH ST,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31279811, -76.60781533)",39.31279811,-76.60781533
15006,7958 068,0,ROGNEL HEIGHTS,8.0,SOUTHWESTERN,"(39.29531644, -76.69299577)",39.29531644,-76.69299577
15007,5210C174,1332 LIMIT AVE,IDLEWOOD,4.0,NORTHEASTERN,"(39.37199545, -76.58916597)",39.37199545,-76.58916597
15008,4168 006,2027 N WASHINGTON ST,SOUTH CLIFTON PARK,12.0,EASTERN,"(39.31391001, -76.59022498)",39.31391001,-76.59022498
15009,0626 025A,0,UNIVERSITY OF MARYLAND,11.0,CENTRAL,"(39.28961726, -76.62681879)",39.28961726,-76.62681879
15010,3204 003,2204 W NORTH AVE,MONDAWMIN,7.0,WESTERN,"(39.30993913, -76.6529792)",39.30993913,-76.6529792
15011,0412 064,1211 SHIELDS PL,UPTON,11.0,CENTRAL,"(39.2988905, -76.63141774)",39.2988905,-76.63141774
15012,1767 091,0,UPPER FELLS POINT,1.0,SOUTHEASTERN,"(39.28725595, -76.58546419)",39.28725595,-76.58546419
15013,7566 029,0,CHERRY HILL,10.0,SOUTHERN,"(39.24585364, -76.63731942)",39.24585364,-76.63731942
15014,5826 028,4001 CORSE AVE,WALTHERSON,2.0,NORTHEASTERN,"(39.34013694, -76.55324575)",39.34013694,-76.55324575
15015,0499 037,556 SAINT MARY ST,SETON HILL,11.0,CENTRAL,"(39.29667371, -76.62426725)",39.29667371,-76.62426725
15016,1450 089,1827 N DUNCAN ST,BROADWAY EAST,12.0,EASTERN,"(39.31170092, -76.58794524)",39.31170092,-76.58794524
15017,6072K063,0,CEDONIA,2.0,NORTHEASTERN,"(39.33313017, -76.53164314)",39.33313017,-76.53164314
15018,2315 003,1605 THOMAS AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30645857, -76.6576977)",39.30645857,-76.6576977
15019,0120 035,1825 EDMONDSON AVE,HARLEM PARK,9.0,WESTERN,"(39.29493786, -76.64675823)",39.29493786,-76.64675823
15020,4400B038,5809 WESTERN RUN DR,CHESWOLDE,5.0,NORTHWESTERN,"(39.36431199, -76.67561719)",39.36431199,-76.67561719
15021,1168 033,1115 FORREST ST,JOHNSTON SQUARE,12.0,EASTERN,"(39.303113, -76.60850445)",39.303113,-76.60850445
15022,0291 074,405 S ADDISON ST,CARROLLTON RIDGE,9.0,SOUTHERN,"(39.28280273, -76.64560026)",39.28280273,-76.64560026
15023,2975 022,3928 BELVIEU AVE,DOLFIELD,6.0,NORTHWESTERN,"(39.33993166, -76.68372841)",39.33993166,-76.68372841
15024,1478 030,1538 N WOLFE ST,BROADWAY EAST,12.0,EASTERN,"(39.30843088, -76.59174749)",39.30843088,-76.59174749
15025,1513 071,1729 ELLSWORTH ST,BROADWAY EAST,12.0,EASTERN,"(39.30579922, -76.59357912)",39.30579922,-76.59357912
15026,0158 035,0,POPPLETON,9.0,WESTERN,"(39.29286437, -76.63140923)",39.29286437,-76.63140923
15027,5691 058,0,GLENHAM-BELHAR,2.0,NORTHEASTERN,"(39.34647002, -76.54476273)",39.34647002,-76.54476273
15028,5148A013A,5600 GOVANE AVE,MID-GOVANS,4.0,NORTHERN,"(39.35801217, -76.60749593)",39.35801217,-76.60749593
15029,6166 088A,0,ELLWOOD PARK/MONUMENT,13.0,SOUTHEASTERN,"(39.29826329, -76.56828167)",39.29826329,-76.56828167
15030,4070A032,507 E 27TH ST,BETTER WAVERLY,14.0,NORTHERN,"(39.32072275, -76.608842)",39.32072275,-76.608842
15031,1446 112,1841 N REGESTER ST,BROADWAY EAST,12.0,EASTERN,"(39.31170226, -76.59385478)",39.31170226,-76.59385478
15032,0061 051,1003 N MOUNT ST,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30008274, -76.64416764)",39.30008274,-76.64416764
15033,0195 032,9 N MOUNT ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.28882243, -76.64351861)",39.28882243,-76.64351861
15034,1098 036,1008 E LANVALE ST,OLIVER,12.0,EASTERN,"(39.30941018, -76.60368483)",39.30941018,-76.60368483
15035,3804 056,429 HEAVER ST,BARCLAY,12.0,EASTERN,"(39.31193018, -76.60992034)",39.31193018,-76.60992034
15036,0203 199,802 W FAIRMOUNT AVE,POPPLETON,9.0,WESTERN,"(39.28958665, -76.62973953)",39.28958665,-76.62973953
15037,0373 052,630 W LAFAYETTE AVE,UPTON,11.0,CENTRAL,"(39.30018209, -76.63340698)",39.30018209,-76.63340698
15038,0307 025,531 GOLD ST,DRUID HEIGHTS,7.0,CENTRAL,"(39.30768236, -76.63881795)",39.30768236,-76.63881795
15039,8415 085,0,FRANKLINTOWN,8.0,SOUTHWESTERN,"(39.30920481, -76.70941689)",39.30920481,-76.70941689
15040,4673 063,0,MOUNT WASHINGTON,5.0,NORTHERN,"(39.36483519, -76.66029882)",39.36483519,-76.66029882
15041,1517 115,2022 ELLSWORTH ST,BROADWAY EAST,13.0,EASTERN,"(39.30624088, -76.58918596)",39.30624088,-76.58918596
15042,4039 016,545 E 23RD ST,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31524294, -76.60825424)",39.31524294,-76.60825424
15043,0251 042,1000 W PRATT ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.2859841, -76.63388408)",39.2859841,-76.63388408
15044,5490 022,0,WESTFIELD,3.0,NORTHEASTERN,"(39.36317805, -76.55306878)",39.36317805,-76.55306878
15045,1456 111,1732 TERRELL PL,BROADWAY EAST,12.0,EASTERN,"(39.31032493, -76.59343299)",39.31032493,-76.59343299
15046,5335 007,0,MORGAN PARK,3.0,NORTHEASTERN,"(39.34563358, -76.57730398)",39.34563358,-76.57730398
15047,0164 123,262 N BRUCE ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.29193954, -76.64483236)",39.29193954,-76.64483236
15048,7872A015,2329 WASHINGTON BLVD,MORRELL PARK,10.0,SOUTHWESTERN,"(39.2691017, -76.64931332)",39.2691017,-76.64931332
15049,3357F007,0,WOODBERRY,6.0,NORTHERN,"(39.33986119, -76.65495356)",39.33986119,-76.65495356
15050,7094 031,0,BROOKLYN,10.0,SOUTHERN,"(39.23440731, -76.60227306)",39.23440731,-76.60227306
15051,5173A018,5105 1/2 CRAIG AVE,WINSTON-GOVANS,4.0,NORTHERN,"(39.35063064, -76.60626344)",39.35063064,-76.60626344
15052,3814 077,0,BARCLAY,12.0,EASTERN,"(39.31387356, -76.61014436)",39.31387356,-76.61014436
15053,5192 006,0,WILSON PARK,4.0,NORTHERN,"(39.3443711, -76.60051514)",39.3443711,-76.60051514
15054,4007 009,1246 E NORTH AVE,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31208392, -76.60110903)",39.31208392,-76.60110903
15055,5514 013,0,TAYLOR HEIGHTS,2.0,NORTHEASTERN,"(39.3708396, -76.52973093)",39.3708396,-76.52973093
15056,5210C188,0,IDLEWOOD,4.0,NORTHEASTERN,"(39.37199585, -76.58816237)",39.37199585,-76.58816237
15057,3825 031,412 E 24TH ST,BARCLAY,12.0,EASTERN,"(39.3163715, -76.60999101)",39.3163715,-76.60999101
15058,0393 079A,1324 SHIELDS PL,UPTON,11.0,CENTRAL,"(39.29968326, -76.63274258)",39.29968326,-76.63274258
15059,3701B060A,0,ROLAND PARK,14.0,NORTHERN,"(39.34018312, -76.62606865)",39.34018312,-76.62606865
15060,3463A016A,938 WHITELOCK ST,RESERVOIR HILL,7.0,CENTRAL,"(39.31460984, -76.63435145)",39.31460984,-76.63435145
15061,1123 016A,0,OLIVER,12.0,EASTERN,"(39.3075269, -76.60115698)",39.3075269,-76.60115698
15062,4660 005,0,SABINA-MATTFELDT,5.0,NORTHERN,"(39.36816387, -76.65056265)",39.36816387,-76.65056265
15063,3404 015,2530 WOODBROOK AVE,PENN NORTH,7.0,WESTERN,"(39.31241588, -76.64396908)",39.31241588,-76.64396908
15064,0233 073,53 S STOCKTON ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28690343, -76.63722941)",39.28690343,-76.63722941
15065,5461 021,2507 GLENCOE ROAD,HAMILTON HILLS,3.0,NORTHEASTERN,"(39.37193925, -76.55770694)",39.37193925,-76.55770694
15066,4660C001A,0,SABINA-MATTFELDT,5.0,NORTHERN,"(39.36968559, -76.64911852)",39.36968559,-76.64911852
15067,7805F003,0,WILHELM PARK,10.0,SOUTHWESTERN,"(39.27149748, -76.65228647)",39.27149748,-76.65228647
15068,0156 008,1031 W MULBERRY ST,POPPLETON,9.0,WESTERN,"(39.29306638, -76.63501769)",39.29306638,-76.63501769
15069,6732 129,0,GRACELAND PARK,1.0,SOUTHEASTERN,"(39.2821653, -76.53094082)",39.2821653,-76.53094082
15070,1096 073,408 BOWEN AL,GREENMOUNT WEST,12.0,EASTERN,"(39.31051372, -76.61027797)",39.31051372,-76.61027797
15071,1499 051,2023 LLEWELYN AVE,BROADWAY EAST,13.0,EASTERN,"(39.30702571, -76.58931074)",39.30702571,-76.58931074
15072,3059B002,3217 PIEDMONT AVE,HANLON-LONGWOOD,7.0,NORTHWESTERN,"(39.31609117, -76.67254879)",39.31609117,-76.67254879
15073,0255 017,111 SCOTT ST,BARRE CIRCLE,9.0,CENTRAL,"(39.28655598, -76.62879966)",39.28655598,-76.62879966
15074,1138 076,1609 LLEWELYN AVE,OLIVER,12.0,EASTERN,"(39.30683586, -76.59578034)",39.30683586,-76.59578034
15075,7479 003,2604 PIERPONT ST,MOUNT WINANS,10.0,SOUTHERN,"(39.26046808, -76.64350108)",39.26046808,-76.64350108
15076,1669 086,413 N DUNCAN ST,CARE,13.0,EASTERN,"(39.29595353, -76.58696094)",39.29595353,-76.58696094
15077,6150A008A,1120 EDISON HWY,ORANGEVILLE INDUSTRIAL AREA,13.0,EASTERN,"(39.30333637, -76.57094517)",39.30333637,-76.57094517
15078,2315 029,1659 THOMAS AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30754317, -76.65776594)",39.30754317,-76.65776594
15079,3350J047,0,GREENSPRING,6.0,NORTHERN,"(39.3402456, -76.66143104)",39.3402456,-76.66143104
15080,1530 018,1235 N GAY ST,BROADWAY EAST,12.0,EASTERN,"(39.30488289, -76.59287843)",39.30488289,-76.59287843
15081,4130 016,0,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.3217089, -76.59360276)",39.3217089,-76.59360276
15082,4706B008,0,MOUNT WASHINGTON,5.0,NORTHERN,"(39.36061683, -76.65850931)",39.36061683,-76.65850931
15083,1479 048,1508 N WASHINGTON ST,BROADWAY EAST,12.0,EASTERN,"(39.3079121, -76.590407)",39.3079121,-76.590407
15084,2243B015,116 SIEGWART LANE,SAINT JOSEPHS,8.0,SOUTHWESTERN,"(39.28447514, -76.6755923)",39.28447514,-76.6755923
15085,7646 058,0,CHERRY HILL,10.0,SOUTHERN,"(39.25058873, -76.62507014)",39.25058873,-76.62507014
15086,1433 038,1409 BANK ST,FELLS POINT,1.0,SOUTHEASTERN,"(39.28619086, -76.5979125)",39.28619086,-76.5979125
15087,5424 009,0,HAMILTON HILLS,3.0,NORTHEASTERN,"(39.3616632, -76.56652716)",39.3616632,-76.56652716
15088,8030G012,4613 EDMONDSON AVE,UPLANDS,8.0,SOUTHWESTERN,"(39.29294451, -76.69511424)",39.29294451,-76.69511424
15089,3805 008,434 E 20TH ST,BARCLAY,12.0,EASTERN,"(39.31266791, -76.60998394)",39.31266791,-76.60998394
15090,0299 078,2312 ETTING ST,DRUID HEIGHTS,7.0,CENTRAL,"(39.30970532, -76.6394051)",39.30970532,-76.6394051
15091,2315 060,1660 N WARWICK AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30753809, -76.6573751)",39.30753809,-76.6573751
15092,8318 007,3301 FERNDALE AVE,HOWARD PARK,8.0,NORTHWESTERN,"(39.33065202, -76.70338272)",39.33065202,-76.70338272
15093,4983 015,0,HOMELAND,4.0,NORTHERN,"(39.36297283, -76.62167799)",39.36297283,-76.62167799
15094,0302 061F,572 GOLD ST,DRUID HEIGHTS,7.0,CENTRAL,"(39.30767082, -76.63941226)",39.30767082,-76.63941226
15095,1920 075,1135 COVINGTON ST,RIVERSIDE,11.0,SOUTHERN,"(39.27669632, -76.6067513)",39.27669632,-76.6067513
15096,1604 061,818 N CASTLE ST,MIDDLE EAST,13.0,EASTERN,"(39.30029073, -76.5890675)",39.30029073,-76.5890675
15097,2445 018,1102 POPLAR GROVE ST,FRANKLINTOWN ROAD,9.0,SOUTHWESTERN,"(39.30039947, -76.66568282)",39.30039947,-76.66568282
15098,1450 033,2115 E NORTH AVE,BROADWAY EAST,12.0,EASTERN,"(39.31217603, -76.58819189)",39.31217603,-76.58819189
15099,4175 031,1911 N PATTERSON PARK AVE,SOUTH CLIFTON PARK,12.0,EASTERN,"(39.31311482, -76.58582046)",39.31311482,-76.58582046
15100,0423 031,0,BOLTON HILL,11.0,CENTRAL,"(39.30700381, -76.62122152)",39.30700381,-76.62122152
15101,2127 025,405 S CATON AVE,GWYNNS FALLS,10.0,SOUTHWESTERN,"(39.27965477, -76.6713825)",39.27965477,-76.6713825
15102,3651 058,2812 FOX ST,REMINGTON,14.0,NORTHERN,"(39.32128939, -76.62247418)",39.32128939,-76.62247418
15103,3408 095,1508 KENSETT ST,PENN NORTH,7.0,WESTERN,"(39.31337487, -76.64345225)",39.31337487,-76.64345225
15104,0223 027,31 S PULASKI ST,BOYD-BOOTH,9.0,SOUTHWESTERN,"(39.28660004, -76.64973457)",39.28660004,-76.64973457
15105,2004 085,0,LOCUST POINT,11.0,SOUTHERN,"(39.27041763, -76.59228142)",39.27041763,-76.59228142
15106,0097 004,710 N MOUNT ST,HARLEM PARK,9.0,WESTERN,"(39.29700026, -76.64452801)",39.29700026,-76.64452801
15107,8017A005,0,TEN HILLS,8.0,SOUTHWESTERN,"(39.28988706, -76.69908259)",39.28988706,-76.69908259
15108,4171 046,1938 N PATTERSON PARK AVE,SOUTH CLIFTON PARK,12.0,EASTERN,"(39.31359411, -76.58630713)",39.31359411,-76.58630713
15109,5391A029,0,HAMILTON HILLS,3.0,NORTHEASTERN,"(39.35232457, -76.56537373)",39.35232457,-76.56537373
15110,5337 008,0,LAURAVILLE,3.0,NORTHEASTERN,"(39.34476557, -76.57961564)",39.34476557,-76.57961564
15111,1688 087,208 N MADEIRA ST,CARE,13.0,SOUTHEASTERN,"(39.29472204, -76.58576668)",39.29472204,-76.58576668
15112,5099 014,5803 BELLONA AVE,ROSEBANK,4.0,NORTHERN,"(39.36044688, -76.61104075)",39.36044688,-76.61104075
15113,6135B150,4331 ORCHARD RIDGE BLVD,ORCHARD RIDGE,13.0,NORTHEASTERN,"(39.31289483, -76.55998638)",39.31289483,-76.55998638
15114,2975 084,0,DOLFIELD,6.0,NORTHWESTERN,"(39.33915452, -76.68421808)",39.33915452,-76.68421808
15115,1380 021,1149 E LOMBARD ST,JONESTOWN,12.0,SOUTHEASTERN,"(39.28972524, -76.60040212)",39.28972524,-76.60040212
15116,0818 016,851 W OSTEND ST,CARROLL - CAMDEN INDUSTRIAL AREA,10.0,SOUTHERN,"(39.27829795, -76.62975881)",39.27829795,-76.62975881
15117,4131 007,1524 GORSUCH AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32244042, -76.59617187)",39.32244042,-76.59617187
15118,1460 035,1730 N COLLINGTON AVE,BROADWAY EAST,12.0,EASTERN,"(39.31083279, -76.58765402)",39.31083279,-76.58765402
15119,PSC0 070,0,ORANGEVILLE INDUSTRIAL AREA,13.0,EASTERN,"(39.30001425, -76.56402539)",39.30001425,-76.56402539
15120,PSC0 070,0,ORANGEVILLE INDUSTRIAL AREA,13.0,EASTERN,"(39.30781015, -76.56320035)",39.30781015,-76.56320035
15121,PSC0 070,0,ORANGEVILLE,13.0,EASTERN,"(39.30121443, -76.56402943)",39.30121443,-76.56402943
15122,PSC0 070,0,ORCHARD RIDGE,13.0,NORTHEASTERN,"(39.31501709, -76.55080672)",39.31501709,-76.55080672
15123,PSC0 070,0,FRANKFORD,2.0,NORTHEASTERN,"(39.32779304, -76.53504341)",39.32779304,-76.53504341
15124,PSC0 070,0,ORCHARD RIDGE,13.0,NORTHEASTERN,"(39.30877454, -76.56139461)",39.30877454,-76.56139461
15125,4464A032,0,GLEN,5.0,NORTHWESTERN,"(39.35548947, -76.67847453)",39.35548947,-76.67847453
15126,1471 011,1621 N GAY ST,BROADWAY EAST,13.0,EASTERN,"(39.30915322, -76.5877287)",39.30915322,-76.5877287
15127,2249A044,0,ALLENDALE,8.0,SOUTHWESTERN,"(39.2872751, -76.6777786)",39.2872751,-76.6777786
15128,2118 067A,0,SAINT AGNES,10.0,SOUTHWESTERN,"(39.2749818, -76.6744958)",39.2749818,-76.6744958
15129,0617 046,532 SHAD AL,DOWNTOWN,11.0,CENTRAL,"(39.2910846, -76.62337178)",39.2910846,-76.62337178
15130,5732 037,0,CEDMONT,2.0,NORTHEASTERN,"(39.345348, -76.5370771)",39.345348,-76.5370771
15131,0668 007A,0,DOWNTOWN WEST,11.0,CENTRAL,"(39.28670703, -76.6181035)",39.28670703,-76.6181035
15132,7887B001,2123 MAISEL ST,SAINT PAUL,10.0,SOUTHERN,"(39.26671336, -76.64416228)",39.26671336,-76.64416228
15133,0177 087,1904 VINE ST,PENROSE/FAYETTE STREET OUTREACH,9.0,WESTERN,"(39.29010126, -76.6477892)",39.29010126,-76.6477892
15134,4114C029,2512 AISQUITH ST,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.31814858, -76.59780044)",39.31814858,-76.59780044
15135,1104 077,1715 BRENTWOOD AVE,GREENMOUNT WEST,12.0,EASTERN,"(39.30951807, -76.60995948)",39.30951807,-76.60995948
15136,1845 088,715 S REGESTER ST,FELLS POINT,1.0,SOUTHEASTERN,"(39.28307565, -76.59215088)",39.28307565,-76.59215088
15137,1923 099,1240 HALL AL,RIVERSIDE,11.0,SOUTHERN,"(39.27565917, -76.60926898)",39.27565917,-76.60926898
15138,8023A006,425 DRURY LANE,TEN HILLS,8.0,SOUTHWESTERN,"(39.28754311, -76.70316993)",39.28754311,-76.70316993
15139,1103 065,1719 LATROBE ST,GREENMOUNT WEST,12.0,EASTERN,"(39.30961219, -76.61139562)",39.30961219,-76.61139562
15140,2169 029,2750 W FAIRMOUNT AVE,SHIPLEY HILL,9.0,SOUTHWESTERN,"(39.28869928, -76.66086558)",39.28869928,-76.66086558
